ChurnKey;CustomerKey;DateKey;LocalisationKey;ServiceKey;CustomerID;Gender;Age;MaritalStatus;City;State;MonthlyCharge;Contrat;PaymentMethod;Satisfaction_score;ChurValue;CustomerStatus;ChurnScore;ChurnCategory;CLTV;PhoneService;MultipleLines;InternetService;InternetType;StreamingTV;StreamingMovies;StreamingMusic;OnlineSecurity;DeviceProtection;SubscriptionDate;SubsciptionMonths;SubscriptionQuarter;ChurnDate
600;600;1149;713;1746;0876-WDUUZ;Female;62;No;Pine Grove;California;85,400001525878906;Month-to-Month;Credit Card;2;1;Churned;90;Price;3716;1;0;1;Fiber Optic;0;1;1;0;0;2020-02-20;2;Q1;2020-08-19
601;601;1182;302;2195;0877-SDMBN;Female;20;No;San Diego;California;103,94999694824219;One Year;Bank Withdrawal;3;1;Churned;91;Competitor;6117;1;1;1;Fiber Optic;1;1;1;1;1;2020-03-24;3;Q1;2020-07-16
602;602;1274;48;4222;0880-FVFWF;Male;32;No;Livermore;California;86,400001525878906;Month-to-Month;Bank Withdrawal;5;0;Stayed;64;;4449;1;1;1;Fiber Optic;0;0;0;1;0;2020-06-24;6;Q2;
603;603;1261;210;1227;0880-TKATG;Male;21;Yes;Lucerne Valley;California;101,15000152587891;Month-to-Month;Bank Withdrawal;1;1;Churned;84;Competitor;4417;1;1;1;Fiber Optic;1;1;1;0;1;2020-06-11;6;Q2;2020-08-01
604;604;1165;1213;2060;0883-EIBTI;Female;23;No;Clarksburg;California;19,5;Month-to-Month;Mailed Check;3;1;Churned;82;Dissatisfaction;2484;1;0;0;None;0;0;0;0;0;2020-03-07;3;Q1;2020-08-11
605;605;1141;704;6550;0885-HMGPY;Male;55;No;Honeydew;California;69,400001525878906;Two Year;Bank Withdrawal;3;0;Stayed;67;;6469;1;1;1;Cable;0;0;0;1;1;2020-02-12;2;Q1;
606;606;1242;385;466;0886-QGENL;Female;72;Yes;San Diego;California;101,25;Month-to-Month;Bank Withdrawal;1;1;Churned;77;Attitude;4853;1;0;1;Fiber Optic;1;1;0;1;1;2020-05-23;5;Q2;2020-09-27
607;607;1125;223;1263;0887-HJGAR;Male;57;No;Coalinga;California;45,700000762939453;Month-to-Month;Mailed Check;3;1;Churned;95;Competitor;2295;1;0;1;DSL;0;0;0;0;0;2020-01-27;1;Q1;2020-09-13
608;608;1151;592;3292;0887-WBJVH;Female;29;Yes;Cressey;California;93,449996948242188;One Year;Bank Withdrawal;4;0;Stayed;20;;4700;1;0;1;Fiber Optic;1;1;1;0;0;2020-02-22;2;Q1;
609;609;1245;724;1773;0895-DQHEW;Male;47;Yes;Burney;California;104,30000305175781;Month-to-Month;Bank Withdrawal;1;1;Churned;77;Competitor;4019;1;1;1;Fiber Optic;1;1;1;0;1;2020-05-26;5;Q2;2020-07-16
610;610;1164;1324;2733;0895-LMRSF;Male;34;No;Imperial Beach;California;64,900001525878906;One Year;Bank Withdrawal;4;0;Stayed;50;;3314;1;0;1;Cable;1;1;1;0;0;2020-03-06;3;Q1;
611;611;1250;13;4833;0895-LNKRC;Male;53;Yes;El Monte;California;19,450000762939453;One Year;Credit Card;4;0;Stayed;43;;3461;1;0;0;None;0;0;0;0;0;2020-05-31;5;Q2;
612;612;1168;1566;3437;0895-UADGO;Male;46;No;River Pines;California;44,549999237060547;Two Year;Mailed Check;3;0;Stayed;66;;5489;0;0;1;Cable;0;1;1;1;0;2020-03-10;3;Q1;
613;613;1236;1125;1799;0897-FEGMU;Female;43;Yes;Los Angeles;California;99,5;Month-to-Month;Bank Withdrawal;3;1;Churned;84;Dissatisfaction;5286;1;1;1;Fiber Optic;1;1;1;0;1;2020-05-17;5;Q2;2020-08-27
614;614;1201;185;6784;0898-XCGTF;Male;46;Yes;Los Angeles;California;96,5;One Year;Bank Withdrawal;5;0;Stayed;49;;5926;1;1;1;Fiber Optic;1;1;1;0;0;2020-04-12;4;Q2;
615;615;1204;509;5675;0899-LIIBW;Male;21;Yes;Forks Of Salmon;California;100,84999847412109;Month-to-Month;Bank Withdrawal;5;0;Stayed;76;;5891;1;1;1;Fiber Optic;1;1;1;0;1;2020-04-15;4;Q2;
616;616;1128;860;5784;0899-WZRSD;Male;31;No;Marina Del Rey;California;105,34999847412109;Month-to-Month;Credit Card;3;0;Stayed;31;;5680;1;1;1;Fiber Optic;1;1;1;1;0;2020-01-30;1;Q1;
617;617;1136;266;6596;0902-RFHOF;Male;38;No;Loomis;California;20,100000381469727;One Year;Credit Card;3;0;Stayed;26;;2907;1;0;0;None;0;0;0;0;0;2020-02-07;2;Q1;
618;618;1269;616;5659;0902-XKXPN;Male;29;Yes;Redding;California;20,200000762939453;Two Year;Bank Withdrawal;3;0;Stayed;78;;5463;1;0;0;None;0;0;0;0;0;2020-06-19;6;Q2;
619;619;1223;790;5222;0906-QVPMS;Male;29;Yes;Monterey;California;115,15000152587891;Two Year;Bank Withdrawal;4;0;Stayed;26;;5398;1;1;1;Fiber Optic;1;1;1;1;1;2020-05-04;5;Q2;
620;620;1113;584;733;0907-HQNTS;Female;74;Yes;Pittsburg;California;113;Two Year;Credit Card;3;0;Stayed;47;;4588;1;1;1;Fiber Optic;1;1;0;1;1;2020-01-15;1;Q1;
621;621;1137;518;5747;0909-SDHNU;Female;33;No;Los Angeles;California;29,799999237060547;Month-to-Month;Credit Card;3;0;Stayed;56;;4236;0;0;1;Cable;0;0;0;1;0;2020-02-08;2;Q1;
622;622;1111;1088;6504;0909-SELIE;Male;53;Yes;Clearlake Oaks;California;80,800003051757813;Two Year;Bank Withdrawal;4;0;Stayed;72;;4302;1;1;1;DSL;0;1;1;1;1;2020-01-13;1;Q1;
623;623;1133;1407;2866;0913-XWSCN;Male;29;Yes;Sun City;California;85,5;Month-to-Month;Bank Withdrawal;4;0;Stayed;20;;6411;1;1;1;Fiber Optic;0;1;1;0;0;2020-02-04;2;Q1;
624;624;1261;1514;6433;0916-KNFAJ;Male;37;Yes;San Jose;California;69,900001525878906;Two Year;Credit Card;4;0;Stayed;76;;5117;1;1;1;Cable;0;1;1;1;1;2020-06-11;6;Q2;
625;625;1247;671;855;0916-QOFDP;Female;79;Yes;Randsburg;California;95,800003051757813;Two Year;Bank Withdrawal;3;0;Stayed;29;;3471;1;1;1;Fiber Optic;1;1;0;0;0;2020-05-28;5;Q2;
626;626;1101;191;224;0917-EZOLA;Male;66;Yes;Lakewood;California;104,15000152587891;Two Year;Bank Withdrawal;3;1;Churned;74;Price;5925;1;1;1;Fiber Optic;1;1;0;0;1;2020-01-03;1;Q1;2020-07-20
627;627;1237;827;5647;0921-OHLVP;Male;35;No;Paradise;California;83,050003051757813;Month-to-Month;Bank Withdrawal;4;0;Stayed;59;;5357;1;1;1;Fiber Optic;0;1;1;0;0;2020-05-18;5;Q2;
628;628;1161;636;1515;0923-PNFUB;Female;55;No;Westlake Village;California;83,75;Month-to-Month;Bank Withdrawal;2;1;Churned;65;Attitude;4852;1;0;1;Fiber Optic;1;0;0;0;0;2020-03-03;3;Q1;2020-08-12
629;629;1265;590;742;0924-BJCRC;Female;70;Yes;Felton;California;89,449996948242188;Two Year;Bank Withdrawal;3;0;Stayed;44;;4340;1;1;1;Fiber Optic;0;1;0;0;0;2020-06-15;6;Q2;
630;630;1169;879;1574;0925-VYDLG;Female;40;No;Ludlow;California;75,25;Month-to-Month;Bank Withdrawal;3;1;Churned;83;Attitude;5898;1;1;1;Fiber Optic;0;0;0;0;0;2020-03-11;3;Q1;2020-08-19
631;631;1290;1570;6619;0927-CNGRH;Male;42;No;Alta;California;19,549999237060547;Month-to-Month;Credit Card;4;0;Joined;21;;5272;1;0;0;None;0;0;0;0;0;2020-07-10;7;Q3;
632;632;1246;947;1363;0927-LCSMG;Male;23;No;San Jose;California;74,650001525878906;Month-to-Month;Mailed Check;3;1;Churned;75;Competitor;3331;1;0;1;Fiber Optic;0;0;1;0;1;2020-05-27;5;Q2;2020-07-30
633;633;1219;618;778;0928-JMXNP;Male;78;Yes;Los Molinos;California;29,899999618530273;Two Year;Bank Withdrawal;4;0;Stayed;46;;2914;0;0;1;DSL;0;0;0;0;1;2020-04-30;4;Q2;
634;634;1211;537;7017;0928-XUTSN;Female;22;No;Brawley;California;80,5;Month-to-Month;Bank Withdrawal;4;0;Stayed;37;;3895;1;0;1;Fiber Optic;0;1;1;0;0;2020-04-22;4;Q2;
635;635;1319;244;3184;0929-HYQEW;Male;20;No;Oakland;California;50,150001525878906;Month-to-Month;Credit Card;3;0;Joined;23;;2085;1;0;1;DSL;0;0;0;1;0;2020-08-08;8;Q3;
636;636;1274;706;908;0929-PECLO;Female;74;No;Klamath;California;89,599998474121094;Two Year;Bank Withdrawal;4;0;Stayed;38;;4438;1;1;1;Fiber Optic;0;1;1;0;1;2020-06-24;6;Q2;
637;637;1186;1615;5720;0930-EHUZA;Female;33;No;Calpine;California;76,349998474121094;One Year;Credit Card;5;0;Stayed;38;;4771;1;0;1;Cable;1;0;0;1;1;2020-03-28;3;Q1;
638;638;1184;1593;5664;0931-MHTEM;Female;36;No;Big Bar;California;100,05000305175781;One Year;Credit Card;4;0;Stayed;69;;4478;1;0;1;Fiber Optic;1;1;1;1;0;2020-03-26;3;Q1;
639;639;1221;1459;6218;0932-YIXYU;Female;50;No;Dos Palos;California;20,25;Two Year;Credit Card;3;0;Stayed;64;;5134;1;0;0;None;0;0;0;0;0;2020-05-02;5;Q2;
640;640;1121;1520;4347;0936-NQLJU;Female;40;Yes;Mokelumne Hill;California;20,649999618530273;Two Year;Credit Card;3;0;Stayed;79;;5062;1;0;0;None;0;0;0;0;0;2020-01-23;1;Q1;
641;641;1144;1585;6688;0939-EREMR;Female;40;No;Chico;California;53,450000762939453;Month-to-Month;Credit Card;5;0;Stayed;40;;4335;1;0;1;Cable;0;0;0;0;1;2020-02-15;2;Q1;
642;642;1137;894;1251;0939-YAPAF;Female;44;No;Santa Ana;California;100,25;Month-to-Month;Bank Withdrawal;3;1;Churned;72;Competitor;2744;1;1;1;Fiber Optic;1;1;1;0;1;2020-02-08;2;Q1;2020-09-06
643;643;1263;977;2399;0940-OUQEC;Male;54;No;Winters;California;80,699996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;77;Competitor;3492;1;1;1;Fiber Optic;0;0;0;0;0;2020-06-13;6;Q2;2020-08-19
644;644;1136;1397;2832;0942-KOWSM;Female;24;Yes;Hesperia;California;80,800003051757813;Two Year;Bank Withdrawal;5;0;Stayed;46;;4274;1;0;1;DSL;1;1;1;0;1;2020-02-07;2;Q1;
645;645;1249;496;6616;0943-ZQPXH;Male;46;Yes;Vacaville;California;92,949996948242188;Month-to-Month;Bank Withdrawal;5;0;Stayed;78;;5635;1;0;1;Fiber Optic;1;1;1;0;1;2020-05-30;5;Q2;
646;646;1224;840;2694;0945-TSONX;Female;22;Yes;Encino;California;85,300003051757813;Two Year;Credit Card;3;0;Stayed;30;;5698;1;1;1;DSL;1;1;1;1;0;2020-05-05;5;Q2;
647;647;1170;230;268;0946-CLJTI;Male;67;Yes;Palmdale;California;98,699996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;91;Competitor;4662;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-12;3;Q1;2020-09-23
648;648;1231;1261;2976;0946-FKYTX;Male;42;No;Tulare;California;30,100000381469727;One Year;Mailed Check;3;0;Stayed;51;;6290;0;0;1;Cable;0;0;0;0;0;2020-05-12;5;Q2;
649;649;1146;1242;2158;0947-IDHRQ;Female;21;No;Woodland Hills;California;80,300003051757813;Month-to-Month;Mailed Check;2;1;Churned;75;Competitor;3949;1;0;1;Fiber Optic;1;0;1;0;0;2020-02-17;2;Q1;2020-07-20
650;650;1171;39;52;0947-MUGVO;Male;71;Yes;Jolon;California;73,650001525878906;Month-to-Month;Bank Withdrawal;1;1;Churned;95;Competitor;5849;1;0;1;Fiber Optic;0;0;0;0;0;2020-03-13;3;Q1;2020-07-09
651;651;1113;681;1644;0952-KMEEH;Male;46;No;Mountain View;California;98,150001525878906;Month-to-Month;Mailed Check;1;1;Churned;91;Price;5525;1;1;1;Fiber Optic;1;1;1;1;0;2020-01-15;1;Q1;2020-09-13
652;652;1226;348;4404;0953-LGOVU;Male;19;Yes;Clearlake;California;35,5;Month-to-Month;Mailed Check;4;0;Stayed;75;;2562;0;0;1;DSL;0;0;0;0;0;2020-05-07;5;Q2;
653;653;1176;936;6388;0956-ACVZC;Female;23;No;Novato;California;94,099998474121094;One Year;Credit Card;3;0;Stayed;70;;4084;1;0;1;Fiber Optic;1;1;1;0;1;2020-03-18;3;Q1;
654;654;1243;744;2661;0956-SYCWG;Female;61;No;Agoura Hills;California;19,649999618530273;One Year;Bank Withdrawal;3;0;Stayed;49;;2024;1;0;0;None;0;0;0;0;0;2020-05-24;5;Q2;
655;655;1186;471;5324;0958-YHXGP;Female;25;No;Oakland;California;69,900001525878906;Month-to-Month;Credit Card;4;0;Stayed;80;;4562;1;0;1;Fiber Optic;0;0;0;0;0;2020-03-28;3;Q1;
656;656;1212;1365;2706;0959-WHOKV;Male;28;No;Covina;California;99;One Year;Bank Withdrawal;3;0;Stayed;46;;2887;1;1;1;Fiber Optic;0;1;1;1;1;2020-04-23;4;Q2;
657;657;1214;76;4499;0960-HUWBM;Male;40;Yes;Pleasant Grove;California;104,09999847412109;Two Year;Bank Withdrawal;4;0;Stayed;25;;4024;1;1;1;Fiber Optic;1;1;1;0;1;2020-04-25;4;Q2;
658;658;1126;1100;5570;0961-ZWLVI;Male;35;No;Rancho Cordova;California;109,19999694824219;One Year;Credit Card;3;0;Stayed;44;;6005;1;1;1;Fiber Optic;1;1;1;1;1;2020-01-28;1;Q1;
659;659;1275;1486;4201;0962-CQPWQ;Female;57;Yes;Alameda;California;20,299999237060547;Two Year;Bank Withdrawal;5;0;Stayed;56;;4574;1;0;0;None;0;0;0;0;0;2020-06-25;6;Q2;
660;660;1180;103;1840;0963-ZBDRN;Male;45;No;Claremont;California;96,199996948242188;Month-to-Month;Bank Withdrawal;3;1;Churned;93;Attitude;3606;1;0;1;Fiber Optic;1;1;1;0;0;2020-03-22;3;Q1;2020-08-08
661;661;1245;1525;5438;0967-BMLBD;Female;37;Yes;Hornitos;California;20;One Year;Credit Card;5;0;Stayed;72;;5837;1;0;0;None;0;0;0;0;0;2020-05-26;5;Q2;
662;662;1264;848;1876;0968-GSIKN;Female;23;No;Thousand Palms;California;70,800003051757813;Month-to-Month;Mailed Check;3;1;Churned;73;Competitor;3901;1;0;1;Fiber Optic;0;0;1;0;0;2020-06-14;6;Q2;2020-08-31
663;663;1130;1242;4813;0969-RGKCU;Male;31;Yes;Woodland Hills;California;19,799999237060547;One Year;Credit Card;4;0;Stayed;24;;5137;1;0;0;None;0;0;0;0;0;2020-02-01;2;Q1;
664;664;1165;898;1262;0970-ETWGE;Male;38;No;Bodfish;California;89,550003051757813;Month-to-Month;Bank Withdrawal;2;1;Churned;91;Competitor;4996;1;0;1;Cable;1;1;1;0;0;2020-03-07;3;Q1;2020-08-20
665;665;1313;868;6878;0970-QXPXW;Female;28;No;Monrovia;California;19,649999618530273;Month-to-Month;Credit Card;3;0;Joined;25;;5454;1;0;0;None;0;0;0;0;0;2020-08-02;8;Q3;
666;666;1227;1509;3245;0971-QIFJK;Female;57;Yes;Soquel;California;24,25;Two Year;Bank Withdrawal;3;0;Stayed;21;;4884;1;1;0;None;0;0;0;0;0;2020-05-08;5;Q2;
667;667;1106;195;3731;0973-KYVNF;Female;59;Yes;Castaic;California;70,650001525878906;Two Year;Credit Card;3;0;Stayed;75;;5176;1;0;1;Cable;1;0;0;1;1;2020-01-08;1;Q1;
668;668;1178;872;4790;0975-UYDTX;Female;46;Yes;Glendale;California;90,099998474121094;One Year;Credit Card;3;0;Stayed;39;;2068;1;1;1;DSL;1;1;1;1;1;2020-03-20;3;Q1;
669;669;1284;744;4792;0975-VOOVL;Female;34;No;Agoura Hills;California;29,200000762939453;Month-to-Month;Credit Card;4;0;Joined;48;;4699;0;0;1;DSL;0;0;0;0;0;2020-07-04;7;Q3;
670;670;1171;790;3095;0979-MOZQI;Male;61;Yes;Monterey;California;39;Two Year;Bank Withdrawal;4;0;Stayed;54;;4987;0;0;1;Cable;1;0;0;0;0;2020-03-13;3;Q1;
671;671;1108;18;1218;0979-PHULV;Male;30;Yes;San Diego;California;99,449996948242188;Month-to-Month;Credit Card;3;1;Churned;80;Competitor;4020;1;1;1;Fiber Optic;1;1;1;0;1;2020-01-10;1;Q1;2020-07-03
672;672;1204;1560;5553;0980-FEXWF;Male;32;Yes;Fiddletown;California;50,349998474121094;One Year;Credit Card;5;0;Stayed;48;;3386;1;0;1;DSL;0;0;0;0;1;2020-04-15;4;Q2;
673;673;1272;37;6246;0980-PVMRC;Female;27;Yes;Squaw Valley;California;50,849998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;35;;2819;0;0;1;DSL;1;1;1;0;0;2020-06-22;6;Q2;
674;674;1114;451;6188;0983-TATYJ;Female;42;Yes;Santa Ynez;California;51,450000762939453;One Year;Credit Card;3;0;Stayed;59;;4935;1;0;1;DSL;0;0;0;0;0;2020-01-16;1;Q1;
675;675;1183;360;5632;0988-AADSA;Female;40;Yes;Forbestown;California;80,849998474121094;Two Year;Bank Withdrawal;4;0;Stayed;56;;6317;1;1;1;Cable;0;1;1;1;1;2020-03-25;3;Q1;
676;676;1336;1522;5424;0988-JRWWP;Female;50;No;Wilseyville;California;54,200000762939453;Month-to-Month;Bank Withdrawal;4;0;Joined;68;;3167;1;0;1;DSL;1;0;0;0;0;2020-08-25;8;Q3;
677;677;1107;1167;1915;0991-BRRFB;Male;31;No;Corona;California;49,400001525878906;Month-to-Month;Bank Withdrawal;1;1;Churned;75;Other;4028;1;0;1;DSL;0;0;0;1;0;2020-01-09;1;Q1;2020-09-24
678;678;1236;511;629;0993-OSGPT;Female;78;Yes;Junction City;California;60,650001525878906;One Year;Bank Withdrawal;5;0;Stayed;24;;6418;1;0;1;DSL;0;0;0;0;1;2020-05-17;5;Q2;
679;679;1171;202;5932;0997-YTLNY;Female;59;No;Escondido;California;48,799999237060547;Month-to-Month;Credit Card;3;0;Stayed;74;;3749;1;0;1;Cable;0;0;0;0;0;2020-03-13;3;Q1;
680;680;1279;283;640;0999-QXNSA;Male;72;No;Los Angeles;California;45,75;Two Year;Credit Card;4;0;Stayed;57;;3779;1;0;1;DSL;0;0;0;0;0;2020-06-29;6;Q2;
681;681;1111;90;2453;1000-AJSLD;Male;25;No;San Diego;California;20,100000381469727;Month-to-Month;Mailed Check;1;1;Churned;90;Competitor;4389;1;0;0;None;0;0;0;0;0;2020-01-13;1;Q1;2020-08-08
682;682;1135;488;602;1004-NOZNR;Male;71;No;Glen Ellen;California;94,800003051757813;One Year;Credit Card;4;0;Stayed;59;;5693;1;0;1;Fiber Optic;1;1;0;1;0;2020-02-06;2;Q1;
683;683;1228;556;1258;1009-IRMNA;Female;27;No;Port Hueneme;California;20;Month-to-Month;Bank Withdrawal;3;1;Churned;91;Attitude;4479;1;0;0;None;0;0;0;0;0;2020-05-09;5;Q2;2020-09-30
684;684;1124;18;1212;1010-DIAUQ;Male;54;No;San Diego;California;96,5;Month-to-Month;Bank Withdrawal;3;1;Churned;91;Competitor;5383;1;0;1;Fiber Optic;1;1;1;0;1;2020-01-26;1;Q1;2020-08-18
685;685;1137;551;690;1013-QCWAM;Female;73;Yes;Garden Grove;California;100,80000305175781;Two Year;Bank Withdrawal;4;0;Stayed;32;;5469;1;1;1;Fiber Optic;1;1;0;0;0;2020-02-08;2;Q1;
686;686;1244;1199;4341;1015-JPFYW;Male;47;No;Clements;California;19,450000762939453;One Year;Credit Card;3;0;Stayed;29;;5084;1;0;0;None;0;0;0;0;0;2020-05-25;5;Q2;
687;687;1364;1130;3644;1015-OWJKI;Male;46;No;Lawndale;California;19,049999237060547;Month-to-Month;Credit Card;4;0;Joined;59;;5279;1;0;0;None;0;0;0;0;0;2020-09-22;9;Q3;
688;688;1164;650;821;1016-DJTSV;Male;66;No;Santee;California;69,699996948242188;Two Year;Bank Withdrawal;4;0;Stayed;20;;5242;1;0;1;Fiber Optic;0;0;0;0;0;2020-03-06;3;Q1;
689;689;1253;950;4337;1017-FBQMM;Female;47;Yes;Acampo;California;106,05000305175781;One Year;Credit Card;4;0;Stayed;69;;6361;1;1;1;Fiber Optic;1;1;1;0;0;2020-06-03;6;Q2;
690;690;1115;1274;5274;1020-JPQOW;Female;63;Yes;Angwin;California;90,550003051757813;Month-to-Month;Bank Withdrawal;4;0;Stayed;63;;6161;1;1;1;Fiber Optic;0;0;0;0;1;2020-01-17;1;Q1;
691;691;1156;638;3753;1022-RKXDR;Female;38;No;South El Monte;California;24,850000381469727;One Year;Mailed Check;3;0;Stayed;42;;3089;1;1;0;None;0;0;0;0;0;2020-02-27;2;Q1;
692;692;1266;478;4330;1023-BQXZE;Male;30;No;Stockton;California;74,349998474121094;Two Year;Bank Withdrawal;4;0;Stayed;71;;5548;1;0;1;DSL;1;1;1;1;1;2020-06-16;6;Q2;
693;693;1190;872;1180;1024-GUALD;Female;29;Yes;Glendale;California;24,799999237060547;Month-to-Month;Bank Withdrawal;1;1;Churned;94;Dissatisfaction;4851;0;0;1;DSL;0;0;1;0;0;2020-04-01;4;Q2;2020-09-11
694;694;1169;1381;6995;1024-KPRBB;Female;63;No;San Diego;California;89,099998474121094;One Year;Mailed Check;4;0;Stayed;56;;2675;1;0;1;Fiber Optic;1;1;1;0;0;2020-03-11;3;Q1;
695;695;1233;104;1535;1024-VRZHF;Male;39;Yes;San Diego;California;74,949996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;70;Competitor;2044;1;1;1;Fiber Optic;0;0;0;0;0;2020-05-14;5;Q2;2020-08-31
696;696;1215;1099;6598;1025-FALIX;Female;49;No;Nicolaus;California;69,050003051757813;Month-to-Month;Credit Card;3;0;Stayed;23;;5379;1;0;1;Fiber Optic;0;0;0;0;0;2020-04-26;4;Q2;
697;697;1255;976;6606;1027-LKKQQ;Female;35;Yes;Plymouth;California;80,449996948242188;Two Year;Bank Withdrawal;3;0;Stayed;54;;4480;1;0;1;DSL;1;1;1;1;1;2020-06-05;6;Q2;
698;698;1114;746;965;1028-FFNJK;Male;79;Yes;Burbank;California;101,5;Month-to-Month;Bank Withdrawal;5;0;Stayed;73;;4828;1;1;1;Fiber Optic;1;1;0;0;0;2020-01-16;1;Q1;
699;699;1260;34;1276;1029-QFBEN;Male;27;No;San Diego;California;19,549999237060547;Month-to-Month;Mailed Check;2;1;Churned;95;Competitor;3556;1;0;0;None;0;0;0;0;0;2020-06-10;6;Q2;2020-08-03
700;700;1257;180;2444;1031-IIDEO;Female;51;No;Sierra City;California;70,849998474121094;Month-to-Month;Bank Withdrawal;3;1;Churned;72;Dissatisfaction;2874;1;0;1;Fiber Optic;0;0;0;0;0;2020-06-07;6;Q2;2020-09-09
701;701;1187;674;4130;1032-MAELW;Female;57;Yes;Fresno;California;78,449996948242188;One Year;Bank Withdrawal;5;0;Stayed;67;;5071;1;1;1;DSL;0;1;1;1;1;2020-03-29;3;Q1;
702;702;1164;538;1140;1035-IPQPU;Female;77;Yes;Parker Dam;California;103,5;Month-to-Month;Bank Withdrawal;4;0;Stayed;53;;5187;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-06;3;Q1;
703;703;1260;1360;6909;1036-GUDCL;Male;59;Yes;Oak Park;California;79,050003051757813;Month-to-Month;Credit Card;4;0;Stayed;60;;5275;1;0;1;DSL;1;1;1;1;0;2020-06-10;6;Q2;
704;704;1275;1212;4472;1038-RQOST;Male;43;Yes;Zenia;California;20,600000381469727;Month-to-Month;Credit Card;3;0;Stayed;32;;2276;1;0;0;None;0;0;0;0;0;2020-06-25;6;Q2;
705;705;1104;911;1304;1038-ZAGBI;Female;59;Yes;Fresno;California;19,799999237060547;One Year;Bank Withdrawal;3;1;Churned;94;Attitude;2653;1;0;0;None;0;0;0;0;0;2020-01-06;1;Q1;2020-07-09
706;706;1274;1143;2510;1041-RXHRA;Female;25;No;Guatay;California;70,25;Month-to-Month;Bank Withdrawal;3;1;Churned;69;Attitude;3407;1;0;1;Fiber Optic;0;0;1;0;0;2020-06-24;6;Q2;2020-09-13
707;707;1145;259;6506;1042-HFUCW;Female;37;No;Cobb;California;54,75;One Year;Credit Card;5;0;Stayed;50;;5136;1;0;1;DSL;0;0;0;0;0;2020-02-16;2;Q1;
708;708;1153;1575;5609;1043-UXOVO;Female;25;No;Sacramento;California;113,15000152587891;Two Year;Credit Card;3;0;Stayed;35;;4955;1;1;1;Fiber Optic;1;1;1;1;1;2020-02-24;2;Q1;
709;709;1135;1187;1985;1043-YCUTE;Male;19;Yes;Hayward;California;25,149999618530273;Two Year;Credit Card;3;1;Churned;79;Dissatisfaction;6484;1;1;0;None;0;0;0;0;0;2020-02-06;2;Q1;2020-07-29
710;710;1099;1510;5385;1045-LTCYT;Female;54;Yes;San Jose;California;21,049999237060547;Month-to-Month;Credit Card;3;0;Stayed;78;;2158;1;0;0;None;0;0;0;0;0;2020-01-01;1;Q1;
711;711;1210;1196;3255;1047-NNCBF;Male;56;No;San Jose;California;70,550003051757813;Month-to-Month;Credit Card;3;0;Stayed;59;;5790;1;0;1;Fiber Optic;0;0;0;0;0;2020-04-21;4;Q2;
712;712;1179;527;6890;1047-RNXZV;Male;57;No;Glendale;California;19,549999237060547;Two Year;Credit Card;5;0;Stayed;67;;4871;1;0;0;None;0;0;0;0;0;2020-03-21;3;Q1;
713;713;1145;33;4094;1049-FYSYG;Female;48;Yes;Temecula;California;35,650001525878906;Month-to-Month;Credit Card;3;0;Stayed;38;;5977;0;0;1;DSL;0;0;0;0;1;2020-02-16;2;Q1;
714;714;1246;1484;4196;1051-EQPZR;Female;21;Yes;Stanford;California;19,600000381469727;Month-to-Month;Credit Card;5;0;Stayed;36;;5584;1;0;0;None;0;0;0;0;0;2020-05-27;5;Q2;
715;715;1294;682;3116;1051-GEJLJ;Female;19;No;San Gregorio;California;19,5;Month-to-Month;Mailed Check;5;0;Joined;74;;4836;1;0;0;None;0;0;0;0;0;2020-07-14;7;Q3;
716;716;1172;978;5588;1052-QJIBV;Female;28;Yes;Colfax;California;19,899999618530273;Two Year;Credit Card;3;0;Stayed;53;;6015;1;0;0;None;0;0;0;0;0;2020-03-14;3;Q1;
717;717;1230;1363;4822;1053-MXTTK;Female;63;Yes;North Hollywood;California;108,65000152587891;Two Year;Bank Withdrawal;4;0;Stayed;48;;5730;1;0;1;Fiber Optic;1;1;1;1;1;2020-05-11;5;Q2;
718;718;1278;1156;3872;1057-FOGLZ;Female;44;No;Calimesa;California;19,649999618530273;Month-to-Month;Credit Card;3;0;Stayed;20;;4333;1;0;0;None;0;0;0;0;0;2020-06-28;6;Q2;
719;719;1270;184;639;1060-ENTOF;Female;70;Yes;Los Angeles;California;105,40000152587891;One Year;Credit Card;4;0;Stayed;64;;5703;1;1;1;Fiber Optic;0;1;0;1;1;2020-06-20;6;Q2;
720;720;1215;1326;5928;1061-PNTHC;Female;36;Yes;Encinitas;California;109,59999847412109;Month-to-Month;Credit Card;3;0;Stayed;67;;5012;1;1;1;Fiber Optic;1;1;1;1;1;2020-04-26;4;Q2;
721;721;1247;90;2454;1062-LHZOD;Male;49;Yes;San Diego;California;69,900001525878906;Month-to-Month;Mailed Check;1;1;Churned;90;Competitor;2100;1;0;1;Fiber Optic;0;0;0;0;0;2020-05-28;5;Q2;2020-08-01
722;722;1280;1349;4744;1063-DHQJF;Male;56;Yes;Whittier;California;92,150001525878906;Two Year;Mailed Check;3;0;Stayed;30;;5817;1;0;1;Fiber Optic;1;0;0;0;0;2020-06-30;6;Q2;
